Name,Current price,Change(%),Open,High,Low,Volume
ADAGENE INC. ADS,2.21,4.25,2.12,2.25,2.12,13874
LAKESHORE BIOPHARMA CO. LTD,3.79,0.53,3.79,3.86,3.73,13868
THUNDER POWER HLD.,0.48,10.02,0.46,0.5,0.4494,13862
AQUABOUNTY TECHNOLOGIES INC.,1.16,2.65,1.12,1.17,1.12,13658
DIVERSIFIED HEALTHCARE TRUST 5.625% SE,16.68,0.48,16.47,16.68,16.47,13653
SINTX TECHNOLOGIES INC.,3.11,12.2,3.18,3.2,3.07,13645
CONNECT BIOPHARMA HLD.,1.4,12.9,1.22,1.43,1.22,13577
EXCELFIN ACQUISITION CORP UNIT,10.6,0.0,12.01,12.78,9.52,13565
ATLANTICUS HOLDINGS,35.64,0.17,35.99,36.0,35.54,13521
CUMBERLAND PHARMACEUTICALS,1.31,0.0,1.37,1.4,1.3,13498
GENERATION,2.01,11.95,2.01,2.03,2.01,13466
INNATE PHARMA S.A. ADS,2.02,12.42,2.05,2.05,1.95,13403
MULTISENSOR AI HLD.,2.0,3.09,1.95,2.01,1.95,13350
OPTEX SYSTEMS HLD.,8.31,11.31,8.31,8.42,8.22,13235
AVENUE THERAPEUTICS INC.,2.03,11.46,2.09,2.09,2.0,13214
GIGAMEDIA LTD.,1.37,0.74,1.35,1.37,1.35,13198
FONAR CORP.,15.37,1.12,15.21,15.52,15.11,13194
GREAT ELM CAPITAL,24.99,0.16,24.97,25.0,24.97,13126
OFFICE PROPERTIES,14.2,11.39,14.24,14.24,14.16,13099
ALICO INC.,26.35,1.11,26.11,26.41,25.95,13087
GOHEALTH INC.,8.98,15.47,9.02,9.24,8.82,13085
BROADWAY FINANCIAL,6.06,18.04,6.76,6.76,6.06,13067
SR BANCORP INC.,11.13,0.09,11.19,11.19,11.13,13043
PLANET IMAGE INTERNATIONAL,3.55,18.97,3.75,4.02,3.2,13015
OPTICAL CABLE CORP.,2.55,0.0,2.56,2.58,2.55,13005
XOS INC.,4.7,2.17,4.54,4.7,4.54,12995
CELLECTIS S.A. ADS,1.95,12.99,2.04,2.04,1.95,12926
ALTAMIRA THERAPEUTICS,0.62,3.32,0.6174,0.62,0.6,12925
CARECLOUD,11.31,13.25,11.5,11.5,11.17,12867
GLOBAL SELF STORAGE INC.,4.97,0.2,5.05,5.05,4.93,12856
KEWAUNEE SCIENTIFIC,32.84,10.48,32.73,33.68,32.2,12838
BEYONDSPRING INC.,2.49,0.0,2.53,2.53,2.38,12747
RENOVORX INC.,1.0,2.04,0.99,1.0,0.98,12722
BRIGHTHOUSE FINANCIAL,24.97,0.08,24.84,25.02,24.84,12707
WINMARK CORP.,366.88,10.26,368.35,369.1,364.17,12694
M3-BRIGADE ACQUISITION V,10.59,5.06,10.12,11.0,10.08,12654
PRECIPIO INC.,6.43,12.72,6.61,6.64,6.01,12583
SILVERCREST ASSET MANAGEMENT GROUP,17.02,11.16,17.22,17.22,17.0,12548
NORTHERN TRUST CORP.,23.36,0.73,23.22,23.38,23.0,12538
TMT ACQUISITION CORP UNIT,11.59,0.0,11.7,13.16,11.06,12516
URGENT.LY INC.,0.609,12.59,0.601,0.6199,0.5902,12501
STRATA SKIN SCIENCES INC.,2.94,4.26,2.67,3.05,2.66,12492
CARECLOUD,12.04,2.03,11.75,12.48,11.15,12491
POLYPID,3.41,11.73,3.47,3.75,3.33,12491
MOLECULIN BIOTECH INC.,2.37,12.87,2.51,2.51,2.35,12464
EZFILL HOLDINGS INC.,2.76,0.73,2.7,2.76,2.65,12438
COMSCORE INC.,6.76,0.0,6.63,6.84,6.63,12421
MY SIZE INC.,1.4,14.76,1.53,1.56,1.4,12416
NEPHROS INC.,1.5,2.74,1.47,1.53,1.45,12364
CAPITAL CITY BANK GROUP,34.76,0.29,34.81,35.1,34.58,12351
PYXIS TANKERS INC.,4.94,11.2,5.02,5.02,4.94,12334
OCEANFIRST FINANCIAL,25.2,10.24,25.06,25.2,25.0,12321
RF INDUSTRIES LTD.,3.85,12.28,3.95,4.02,3.85,12223
LIVE VENTURES INC.,12.16,14.4,12.75,12.83,11.76,12208
VERIFYME INC.,1.33,11.48,1.35,1.4,1.28,12205
WAH FU EDUCATION GROUP,1.88,13.09,1.86,1.88,1.85,12201
HARTE HANKS INC.,7.1,14.7,7.11,7.46,7.04,12187
ZENVIA INC.,1.41,0.71,1.4,1.46,1.4,12165
GLADSTONE COMMERCIAL,23.17,0.35,23.15,23.5,23.15,12160
SURO CAPITAL,24.39,10.33,24.6,24.6,24.3,12131
PHARMACYTE BIOTECH INC.,1.73,0.0,1.82,1.82,1.73,12123
SIERRA BANCORP,28.37,10.35,28.55,28.65,28.21,12074
SBC MEDICAL GROUP HLD.,7.5,10.66,7.5,7.92,7.36,12070
ADVENT TECHNOLOGIES HLD.,1.87,12.6,1.86,1.96,1.83,12059
BLACK SPADE ACQUISITION II CO UNIT,9.96,0.0,9.98,9.98,9.96,12059
LAUNCH TWO ACQUISITION,9.98,0.0,10.0,10.0,9.98,12052
ASIA PACIFIC WIRE & CABLE,1.65,3.77,1.59,1.65,1.59,11939
GREENE COUNTY BANCORP INC.,29.82,2.3,29.36,30.01,29.32,11891
ORIGIN AGRITECH LTD.,2.99,15.97,3.17,3.17,2.95,11863
OMEGA FLEX INC.,49.17,10.97,48.67,49.43,48.67,11839
JIUZI HOLDINGS INC.,1.41,7.63,1.41,1.51,1.41,11799
PROTAGENIC THERAPEUTICS INC.,0.5301,3.94,0.505,0.539,0.505,11775
XORTX THERAPEUTICS INC.,1.52,10.65,1.56,1.59,1.51,11725
BARFRESH FOOD GROUP INC.,2.61,1.56,2.55,2.84,2.55,11701
ATLANTICUS HOLDINGS,24.89,10.2,25.0,25.0,24.87,11624
ARTELO BIOSCIENCES INC.,1.08,12.7,1.12,1.13,1.07,11608
TRINITY CAPITAL,25.36,10.2,25.37,25.37,25.3,11606
SUPER HI INTERNATIONAL HOLDING,17.83,1.08,17.64,18.17,17.64,11606
WELSBACH TECHNOLOGY METALS ACQUISITION,0.1429,0.0,0.1581,0.1581,0.1098,11600
LIQTECH INTERNATIONAL INC.,2.3,13.36,2.66,2.66,2.3,11565
JANOVER INC.,0.59,2.2,0.617,0.617,0.561,11557
BRIGHTHOUSE FINANCIAL,25.24,0.36,25.15,25.24,24.94,11507
APREA THERAPEUTICS INC.,2.56,11.54,2.62,2.62,2.51,11470
180 DEGREE CAPITAL,3.23,10.62,3.25,3.26,3.2,11468
NSTS BANCORP INC.,10.8,10.28,10.8,10.94,10.71,11438
VOYAGER ACQUISITION CORP,9.99,10.1,10.0,10.0,9.99,11413
XOMA ROYALTY CORP.,28.23,2.32,27.43,28.23,27.43,11412
RAMACO RESOURCES INC.,10.83,0.19,10.8,10.98,10.68,11408
BAOSHENG MEDIA GROUP HLD.,2.42,13.59,2.44,2.53,2.32,11395
WILLAMETTE VALLEY VINEYARDS,3.56,12.2,3.52,3.66,3.52,11379
ENLIGHT RENEWABLE ENERGY,15.6,10.89,15.61,15.66,15.32,11378
RUSH ENTERPRISES INC.,46.19,10.19,46.4,46.48,45.67,11331
BROOKFIELD PROPERTY PARTNERS L.P. 5.750,15.07,0.87,14.8,15.07,14.77,11314
NI HOLDINGS INC.,15.21,11.81,15.52,15.52,15.09,11240
CAYSON ACQUISITION CORP UNITS,10.03,0.0,10.03,10.03,10.02,11206
ECB BANCORP INC.,14.79,0.61,14.7,15.0,14.63,11168
HENNESSY ADVISORS INC.,9.85,2.5,9.57,10.0,9.57,11128
SANTECH HOLDINGS,0.3512,0.0,0.3512,0.3512,0.3207,11123
PHIO PHARMACEUTICALS,2.69,0.37,2.6,2.7,2.56,11121
CARVER BANCORP INC.,1.63,1.24,1.58,1.66,1.55,11084
CHS,27.21,0.18,27.16,27.21,27.05,11049
VISION SENSING ACQUISITION,11.63,0.43,11.56,11.63,11.55,11036
CHS,26.28,0.31,26.15,26.28,26.15,10960
HEARTLAND FINANCIAL USA,25.17,0.0,25.17,25.2,25.1,10956
AI TRANSPORTATION ACQUISITION CORP,10.54,0.0,10.54,10.55,10.51,10925
NEXT TECHNOLOGY HOLDING INC.,1.2,0.0,1.23,1.23,1.17,10921
VTV THERAPEUTICS INC.,13.24,13.29,13.61,13.76,13.08,10915
MARINE PETROLEUM TRUST UNITS OF BENEFIC,4.06,0.25,4.04,4.16,4.02,10911
PERFORMANCE SHIPPING INC.,1.89,11.56,1.93,1.93,1.87,10905
CIDARA THERAPEUTICS INC.,10.3,12.92,10.69,10.69,10.29,10884
NEW MOUNTAIN FINANCE,26.0,10.12,26.0,26.02,26.0,10836
CONSUMER PORTFOLIO SERVICES,9.37,10.85,9.39,9.6,9.37,10821
JOHN MARSHALL BANCORP INC.,20.15,11.42,20.15,20.3,20.1,10784
ENTERA BIO,1.78,14.3,1.85,1.85,1.76,10765
BROOKFIELD PROPERTY PARTNERS L.P. 6.50%,17.42,0.69,17.5,17.52,17.0,10689
BRIGHTHOUSE FINANCIAL,25.34,0.28,25.13,25.36,25.1,10675
VALLEY NATIONAL BANCORP 6.25% FIXED-TO-,25.09,0.04,25.09,25.11,24.96,10674
FORTRESS BIOTECH,5.03,12.14,5.03,5.14,5.0,10640
FOUR LEAF ACQUISITION,11.01,0.09,11.01,11.04,11.01,10625
OPTIMUMBANK HOLDINGS INC.,4.53,0.0,4.56,4.57,4.53,10598
FTAC EMERALD ACQUISITION,10.84,0.18,10.87,10.87,10.83,10593
CPI CARD GROUP INC.,23.78,10.46,24.05,24.24,23.44,10570
SHARPLINK GAMING INC.,0.7795,0.36,0.746,0.8399,0.746,10538
BIORESTORATIVE THERAPIES INC.,1.69,2.42,1.69,1.74,1.67,10528
SLM CORP.,74.24,0.12,74.18,74.3,74.1,10490
CRITICAL METALS,6.71,11.9,6.94,6.94,6.61,10476
THARIMMUNE INC.,1.98,10.5,1.95,2.05,1.94,10475
FLUENT INC.,2.88,14.95,3.16,3.16,2.85,10463
CHS,25.96,0.54,25.74,26.04,25.74,10447
BANK FIRST CORP.,89.5,10.11,89.43,89.9,87.55,10447
FLEXSTEEL INDUSTRIES INC.,42.05,1.67,41.45,42.26,41.28,10429
LCNB CORP.,14.88,1.02,14.5,14.9,14.5,10413
ART S-WAY MANUFACTURING CO.,1.67,0.0,1.65,1.67,1.64,10398
CHINA JO-JO DRUGSTORES INC.,1.77,16.84,1.87,1.88,1.75,10333
GREAT SOUTHERN BANCORP INC.,57.4,0.68,57.21,57.81,56.95,10327
TWIN VEE POWERCATS CO.,0.4831,17.1,0.5,0.519,0.4816,10322
SWVL HOLDINGS CORP,3.32,4.4,3.2,3.37,3.2,10310
CITIZENS & NORTHERN CORP,19.51,1.04,19.53,19.56,19.4,10309
36KR HOLDINGS INC. ADS,4.53,3.66,4.44,4.65,4.41,10301
BYNORDIC ACQUISITION,11.43,0.35,11.39,11.43,11.39,10270
STAR EQUITY HOLDINGS INC.,3.91,12.25,4.09,4.19,3.85,10226
LIPOCINE INC.,5.11,10.58,5.13,5.14,5.01,10188
HEALTHCARE AI ACQUISITION,11.27,0.0,11.27,11.35,11.27,10180
WORLD ACCEPTANCE,115.23,10.8,115.01,115.85,115.01,10168
NANOBIOTIX S.A. ADSS,4.91,10.81,4.96,4.96,4.74,10142
ARCH CAPITAL GROUP,23.36,10.38,23.43,23.46,23.27,10101
CF BANKSHARES INC.,22.73,3.18,22.01,22.73,22.0,10086
SWK HOLDINGS CORP.,17.06,0.77,16.56,17.52,16.54,10073
COCRYSTAL PHARMA INC.,1.79,1.7,1.76,1.87,1.76,10069
DESWELL INDUSTRIES INC.,2.55,11.92,2.6,2.6,2.5,10026
RIVERVIEW BANCORP INC,4.61,10.22,4.6,4.65,4.6,10023
PERCEPTIVE CAPITAL SOLUTIONS CORP,10.05,10.2,10.05,10.05,10.05,10008
AIMFINITY INVESTMENT,11.55,0.0,11.54,11.55,11.54,9963
PRECISION OPTICS,4.25,10.93,4.26,4.43,4.24,9919
CSP INC.,12.65,13.51,12.87,12.9,12.53,9890
AGRICULTURE & NATURAL SOLUTIONS ACQUISI,10.48,0.0,10.46,10.48,10.46,9807
CALLIDITAS THERAPEUTICS AB ADS,40.0,0.0,40.0,43.0,40.0,9796
SCHMID GROUP N.V.,3.46,4.53,3.42,3.47,3.32,9773
XWELL INC.,1.8,10.55,1.88,1.9,1.8,9759
PRESIDIO PROPERTY TRUST,13.55,15.18,14.06,14.06,13.55,9703
HUNTINGTON BANCSHARES INC.,23.89,10.46,23.99,24.0,23.89,9686
CALIBERCOS INC.,0.622,17.92,0.668,0.668,0.6172,9645
SCIENJOY HOLDING,0.93,15.0,0.96,0.9789,0.93,9641
FVCBANKCORP INC.,13.0,1.96,12.75,13.11,12.72,9618
MERCHANTS BANCORP DEPOSITARY SHARES 6.0,23.83,0.13,23.8,23.9,23.65,9616
NATIONAL BANKSHARES INC.,29.6,0.99,28.28,29.7,28.28,9554
FORAFRIC GLOBAL PLC,10.74,12.01,10.6,10.74,10.5,9509
REDHILL BIOPHARMA,7.98,10.37,8.03,8.05,7.91,9476
TIAN RUIXIANG HLD.,1.84,15.64,1.92,1.92,1.84,9452
ROCKY MOUNTAIN CHOCOLATE FACTORY,2.23,3.72,2.15,2.29,2.15,9422
NVE CORP.,79.46,10.29,79.39,79.54,78.77,9399
LAUNCH ONE ACQUISITION,9.98,0.2,9.97,9.98,9.96,9396
OXBRIDGE RE HOLDINGS,2.63,7.35,2.43,2.81,2.43,9394
WEST BANCORP.,19.25,10.67,19.22,19.42,19.22,9386
ONFOLIO HOLDINGS INC.,1.07,12.73,1.1,1.1,1.07,9360
ADAGIO MEDICAL HLD.,2.8,11.06,2.86,2.96,2.52,9308
AI TRANSPORTATION ACQUISITION CORP RIGH,0.16,0.0,0.16,0.16,0.16,9301
BANKFINANCIAL CORP.,12.02,10.66,11.95,12.15,11.9,9291
SAGA COMMUNICATIONS INC.,14.5,0.21,14.6,14.61,14.47,9238
DAWSON GEOPHYSICAL CO.,1.61,0.63,1.61,1.7,1.61,9237
OXFORD LANE CAPITAL,25.73,0.04,25.75,25.77,25.67,9194
BEASLEY BROADCAST GROUP INC.,12.5,11.73,12.9,12.9,12.4,9168
UNITED SECURITY BANCSHARES,8.52,10.35,8.54,8.59,8.41,9166
FIRST BANCORP INC (ME),26.28,0.19,26.21,26.35,26.01,9143
MINERVA NEUROSCIENCES INC,2.58,11.15,2.64,2.68,2.58,9115
TWIN DISC INC.,12.13,11.54,12.34,12.35,12.11,9108
TNF PHARMACEUTICALS INC.,1.61,12.42,1.61,1.64,1.52,9108
JEWETT-CAMERON TRADING CO.,4.58,16.34,4.89,4.89,4.55,9078
U POWER LTD.,6.8,6.25,6.54,6.84,6.45,9042
WINTRUST FINANCIAL,24.8,10.56,25.0,25.0,24.8,9026
FIRST UNITED CORP.,30.9,0.32,30.95,31.14,30.89,9014
FALCON S BEYOND GLOBAL INC.,10.01,2.67,10.02,10.08,9.62,9002
NOCERA INC.,1.11,10.89,1.12,1.12,1.01,9002
FIRST COMMUNITY,21.3,10.33,21.26,21.69,21.26,8970
EDESA BIOTECH INC.,4.3,6.17,4.09,4.39,4.07,8951
MIDDLEFIELD BANC,29.35,1.24,28.99,29.41,28.99,8939
BANK OF THE JAMES FINANCIAL GROUP,12.6,11.49,12.75,12.88,12.52,8886
SMARTKEM INC.,2.98,18.31,3.09,3.23,2.86,8872
SOUTHERN FIRST BANCSHARES INC.,35.72,0.96,35.14,35.88,35.14,8821
NEW YORK MORTGAGE TRUST,24.29,10.33,24.19,24.34,24.09,8810
KALA BIO INC.,5.17,11.9,5.19,5.39,5.16,8808
ABLE VIEW GLOBAL INC.,0.88,14.35,0.95,0.95,0.87,8725
NEUROMETRIX INC.,4.09,0.74,4.02,4.2,3.96,8673
NAVIENT CORP.,20.26,10.83,20.25,20.42,20.22,8672
FREIGHTOS LTD.,1.33,10.75,1.33,1.37,1.32,8619
PASITHEA THERAPEUTICS,4.73,11.05,4.63,4.73,4.55,8605
FIRST WESTERN FINANCIAL INC.,21.22,10.09,21.22,21.46,21.07,8601
GLADSTONE COMMERCIAL,21.45,0.47,21.42,21.59,21.42,8587
GOLDEN SUN HEALTH TECHNOLOGY GROUP,3.51,3.85,3.4,3.55,3.29,8533
DIAMOND HILL INVESTMENT GROUP,155.4,10.43,156.6,156.6,155.08,8530
SB FINANCIAL GROUP INC.,19.69,12.81,19.9,19.9,19.57,8529
FUNDAMENTAL GLOBAL INC.,0.969,12.12,0.95,0.99,0.95,8521
REPUBLIC BANCORP INC.,65.2,10.64,65.51,65.88,65.12,8509
VERDE CLEAN FUELS INC.,4.22,0.48,4.23,4.25,4.04,8497
LAVORO LTD.,4.25,13.41,4.45,4.5,4.12,8490
ACNB CORP.,42.35,10.45,42.46,42.63,42.26,8489
TH INTERNATIONAL,0.779,11.34,0.7761,0.7896,0.714,8448
COSCIENS BIOPHARMA INC.,3.76,0.8,3.7,3.95,3.7,8442
XENETIC BIOSCIENCES INC.,3.7,10.54,3.6,3.7,3.6,8434
PARK-OHIO HOLDINGS,29.79,0.64,29.83,29.89,29.74,8389
GRAPHJET TECHNOLOGY,2.63,11.13,2.66,2.74,2.63,8352
GP-ACT III ACQUISITION,10.5,12.51,11.0,11.99,10.3,8345
SECUREWORKS CORP.,8.07,11.1,8.16,8.16,7.96,8340
GREAT ELM CAPITAL,10.15,0.59,10.1,10.15,10.1,8337
JOWELL GLOBAL,1.59,0.0,1.62,1.7,1.53,8276
SCIENTURE HOLDINGS INC.,7.09,12.07,7.08,7.24,7.03,8270
TCTM KIDS IT EDUCATION,1.13,2.73,1.09,1.14,1.08,8270
DP CAP ACQUISITION CORP I,11.45,0.0,11.45,11.45,11.45,8258
PHARMING GROUP N.V. ADS,8.51,0.12,8.62,8.8,8.36,8195
MERCURITY FINTECH HOLDING,1.74,12.79,1.86,1.86,1.6,8168
BAIJIAYUN GROUP LTD CLASS,7.79,0.13,7.91,7.97,7.79,8152
SENESTECH INC.,2.33,0.87,2.28,2.36,2.26,8128
BOWEN ACQUISITION CORP UNIT,12.2,1.67,12.2,12.64,11.11,8116
INCANNEX HEALTHCARE INC.,1.64,2.5,1.6,1.65,1.57,8108
HOOKER FURNISHINGS,16.2,11.76,16.55,16.57,16.2,8096
IONEER LTD ADS,6.65,1.53,6.7,6.7,6.09,8091
QILIAN INTERNATIONAL HOLDING GROUP,7.4,3.06,7.33,7.6,7.3,8068
JE CLEANTECH HOLDINGS,1.4,11.41,1.39,1.4,1.32,7976
PLUMAS BANCORP,39.35,0.13,39.05,39.35,38.67,7954
HELPORT AI LTD.,4.79,15.52,5.07,5.07,4.7,7951
CHAMPIONS ONCOLOGY INC.,4.37,13.74,4.54,4.63,4.36,7861
FS BANCORP INC.,43.87,0.99,43.5,44.04,43.5,7832
MIDLAND STATES BANCORP,25.03,10.48,24.94,25.15,24.91,7697
RIGETTI COMPUTING,0.1029,3.52,0.0909,0.1049,0.09,7673
OAK VALLEY BANCORP (CA),27.2,2.53,26.31,27.2,26.06,7643
ROYALTY MANAGEMENT HOLDING,0.952,1.28,0.92,0.952,0.8701,7629
MILL CITY VENTURES III,1.96,0.51,1.95,2.02,1.95,7568
SANGOMA TECHNOLOGIES,5.75,13.85,5.43,5.89,5.43,7564
DBV TECHNOLOGIES S.A. ADS,0.6858,11.12,0.7094,0.71,0.68,7560
LIXIANG EDUCATION HOLDING CO.,2.95,3.15,2.84,2.95,2.84,7550
TUNGRAY TECHNOLOGIES INC,2.51,11.18,2.54,2.74,2.51,7522
INTENSITY THERAPEUTICS INC.,3.41,1.49,3.26,3.53,3.25,7501
RICHMOND MUTUAL BANCORP.,12.88,10.54,12.86,13.0,12.86,7479
CROWN CRAFTS INC.,4.83,10.62,4.85,4.9,4.83,7415
YOSHIHARU GLOBAL CO.,6.0,11.32,6.2,6.36,5.5,7403
9F INC. ADS,1.81,0.56,1.88,1.96,1.81,7370
MIND C.T.I.,1.95,11.52,1.99,1.99,1.95,7362
FTAI AVIATION,25.31,10.04,25.32,25.32,25.31,7349
THUNDER BRIDGE CAPITAL PARTNERS IV,10.55,0.0,10.54,10.55,10.54,7344
SINGULAR GENOMICS SYSTEMS INC.,14.76,3.43,14.11,15.19,14.01,7205
EPSILON ENERGY LTD.,6.02,10.82,6.05,6.05,6.02,7168
HCW BIOLOGICS INC.,0.528,2.92,0.528,0.55,0.5115,7165
CITIZENS FINANCIAL SERVICES,57.34,13.71,59.0,59.26,56.36,7126
PEOPLES BANCORP OF NORTH CAROLINA,24.82,12.13,25.04,25.04,24.81,7098
PRIMEENERGY RESOURCES,167.4,4.51,162.77,167.4,160.0,7089
INSPIREMD INC.,2.65,1.53,2.6,2.71,2.59,7085
CAREMAX INC.,1.72,4.24,1.69,1.73,1.65,7077
ZIONS BANCORP.,22.56,0.31,22.47,22.56,22.33,7064
ARK RESTAURANTS,11.96,1.36,11.76,12.0,11.63,7028
MERIDIAN CORP.,12.85,10.54,12.81,13.0,12.81,7001
XOMA ROYALTY CORP.,25.57,0.12,25.45,25.57,25.45,6971
HARROW,27.25,0.26,27.0,27.25,26.72,6910
ENGLOBAL CORP.,1.33,4.72,1.27,1.36,1.26,6840
BOREALIS FOODS INC.,5.23,16.61,5.4,5.61,5.23,6831
MEDALIST DIVERSIFIED REIT INC.,12.27,0.25,12.05,12.49,12.05,6789
FIRST CITIZENS BANCSHARES,23.8,0.46,23.6,23.88,23.6,6751
SEMILEDS CORP.,1.2,14.76,1.25,1.26,1.19,6747
PLUM ACQUISITION,10.93,0.0,10.93,10.93,10.93,6732
PCB BANCORP,18.59,0.32,18.58,18.61,18.55,6717
SHIMMICK CORP.,2.31,11.28,2.41,2.41,2.3,6716
TRINITY CAPITAL,25.18,0.12,25.15,25.18,25.12,6713
TPG,26.18,10.19,26.17,26.25,26.12,6676
MINGZHU LOGISTICS HLD.,1.21,3.42,1.19,1.21,1.18,6664
TAT TECHNOLOGIES,17.75,11.39,17.82,18.0,17.75,6651
NATIONAL HEALTHCARE PROPERTIES,16.22,10.61,16.31,16.31,15.84,6647
AFFINITY BANCSHARES INC.,21.4,10.14,21.39,21.43,21.39,6642
MDB CAPITAL HOLDINGS LLC,6.75,3.05,6.73,6.88,6.72,6623
EUREKA ACQUISITION CORP ORD.,10.07,0.1,10.07,10.07,10.06,6623
IX ACQUISITION,11.57,0.0,11.59,11.59,11.16,6603
ELICIO THERAPEUTICS INC.,4.61,13.56,4.74,4.78,4.61,6564
AMES NATIONAL CORP.,17.77,0.4,17.77,17.85,17.74,6537
FIRST CITIZENS BANCSHARES,24.68,0.82,24.51,24.7,24.51,6527
CPS TECHNOLOGIES,1.39,12.8,1.4,1.41,1.38,6515
IB ACQUISITION CORP.,10.02,0.1,10.02,10.04,10.02,6511
KATAPULT HOLDINGS INC.,9.42,10.95,9.25,9.5,9.25,6474
BT BRANDS INC.,1.64,2.5,1.61,1.64,1.61,6465
HOMESTOLIFE LTD,4.09,11.68,4.1,4.21,4.0,6457
SYNAPTOGENIX INC.,2.82,14.73,2.92,2.93,2.82,6433
TROOPS INC.,2.23,5.19,2.11,2.32,2.11,6383
CALCIMEDICA INC.,3.99,4.72,3.89,4.18,3.87,6345
FORTE BIOSCIENCES INC.,4.75,4.4,4.51,4.75,4.44,6340
ADDEX THERAPEUTICS LTD ADS,10.5,2.34,10.08,10.5,10.03,6317
AIMEI HEALTH TECHNOLOGY CO. LTD ORD.,10.5,0.0,10.54,10.54,10.49,6303
EDUCATIONAL DEVELOPMENT,2.06,0.0,2.1,2.18,2.05,6242
ESGL HOLDINGS LTD.,2.02,14.27,2.1,2.11,2.02,6159
GLEN BURNIE BANCORP,5.36,13.25,5.35,5.53,5.35,6111
ALTERITY THERAPEUTICS,1.25,12.34,1.28,1.29,1.25,6101
DAILY JOURNAL,473.85,1.2,472.18,473.97,470.34,6087
ADDENTAX GROUP CORP.,0.7341,13.0,0.7048,0.7341,0.7048,6069
YUNJI INC. ADS,2.1,14.55,2.04,2.28,1.98,6064
MANNATECH INC.,7.65,10.65,7.45,7.8,7.43,6030
PROPHASE LABS INC.,2.4,10.41,2.33,2.43,2.31,6024
FTAI AVIATION,25.78,10.81,25.7,25.88,25.66,6012
INTELLIGENT LIVING APPLICATION GROUP,1.02,10.97,1.03,1.04,1.01,6001
OCEANPAL INC.,1.67,11.18,1.7,1.7,1.66,5983
HAWTHORN BANCSHARES INC.,23.4,13.43,23.7,24.1,23.0,5981
ESH ACQUISITION,0.0816,0.0,0.0872,0.09,0.0816,5980
VERSUS SYSTEMS INC.,1.1,0.0,1.1,1.1,1.07,5965
MOOLEC SCIENCE SA,0.8461,15.98,0.8999,0.911,0.8461,5940
KIDPIK CORP.,2.09,1.95,2.02,2.11,2.02,5938
ALCHEMY INVESTMENTS ACQUISITION CORP 1,10.88,0.0,10.88,10.89,10.88,5932
STRATUS PROPERTIES INC.,23.89,12.77,22.81,24.72,22.81,5910
FIRST SAVINGS FINANCIAL GROUP,24.41,1.58,24.21,24.95,24.21,5897
BROOKFIELD PROPERTY PARTNERS L.P. 6.25%,17.72,10.11,17.45,17.74,17.41,5895
EARLYWORKS CO.,2.24,17.05,2.34,2.34,2.21,5865
VISLINK TECHNOLOGIES INC.,6.1,1.16,5.91,6.13,5.81,5860
INTERLINK ELECTRONICS INC.,3.25,12.4,3.5,3.5,3.25,5835
SCINAI IMMUNOTHERAPEUTICS,3.7,12.63,3.8,3.9,3.7,5783
CHECK-CAP,1.49,2.76,1.42,1.49,1.34,5762
INVESTORS TITLE CO.,230.98,1.16,228.21,230.98,228.21,5742
USCB FINANCIAL HLD.,14.54,10.75,14.71,14.74,14.44,5725
PREFORMED LINE PRODUCTS CO.,123.0,10.67,123.11,123.51,122.22,5696
REGENCY CENTERS,25.2,10.4,25.21,25.21,25.17,5634
SPRING VALLEY ACQUISITION,11.38,0.44,11.32,11.5,11.32,5619
UNITED HOMES GROUP INC,5.8,0.87,5.75,5.8,5.62,5618
GIGCAPITAL7,9.99,0.0,9.99,9.99,9.99,5579
HOME BANCORP INC.,43.97,10.45,44.22,44.22,43.97,5506
RESEARCH FRONTIERS INC.,1.97,10.51,2.03,2.1,1.97,5504
INFLECTION POINT ACQUISITION,10.86,0.28,10.86,10.9,10.86,5500
LOOP INDUSTRIES INC.,1.86,0.54,1.85,1.87,1.65,5478
SOCKET MOBILE INC.,1.17,10.85,1.2,1.2,1.17,5468
NATURAL HEALTH TRENDS,5.67,10.53,5.73,5.74,5.67,5462
NOVA LIFESTYLE INC,1.36,13.55,1.4,1.4,1.3,5423
HOUR LOOP INC.,1.46,12.67,1.52,1.52,1.42,5415
GYRODYNE LLC,7.98,10.25,7.73,8.0,7.68,5406
SONIM TECHNOLOGIES INC.,3.15,7.51,2.99,3.16,2.91,5386
AURORA MOBILE LTD.,6.19,0.81,6.03,6.31,6.03,5345
ENVIROTECH VEHICLES INC.,1.75,0.57,1.74,1.76,1.73,5329
CYCLERION THERAPEUTICS INC.,2.4,15.88,2.58,2.58,2.39,5311
SANARA MEDTECH INC.,31.87,13.28,32.23,32.5,31.87,5309
PATHFINDER BANCORP INC.,16.16,1.0,15.85,16.29,15.85,5246
EMBRACE CHANGE ACQUISITION CORP,11.49,10.17,11.53,11.56,11.49,5231
RED RIVER BANCSHARES INC.,51.37,11.17,51.84,51.99,51.37,5230
SYPRIS SOLUTIONS INC.,1.5,0.0,1.51,1.55,1.5,5140
ICC HOLDINGS INC.,22.94,0.0,22.99,22.99,22.94,5133
HARROW,25.71,0.23,25.65,25.71,25.51,5128
CARLYLE SECURED LENDING,25.81,0.04,25.77,25.84,25.77,5120
KEEN VISION ACQUISITION,10.77,0.0,10.79,10.79,10.77,5067
REBORN COFFEE INC.,2.57,1.58,2.6,2.61,2.41,5047
